Img_ID,Split,basename,ImageWidth,ImageHeight,is_background,n_ships
553,Train,t_3813.jpg,1000,1000,False,2
555,Train,t_6821.jpg,600,800,False,2
560,Train,t_11635.jpg,1000,1000,False,2
567,Train,t_793.jpg,1000,1000,False,1
569,Train,t_12773.jpg,1000,1000,False,1
574,Train,t_44.jpg,1500,1500,False,5
576,Train,t_7422.jpg,600,800,False,2
577,Train,t_30.jpg,1500,1500,False,5
579,Train,t_6274.jpg,600,800,False,1
582,Train,t_7985.jpg,600,800,True,0
586,Train,t_7354.jpg,2000,2000,False,155
589,Train,t_4266.jpg,1000,1000,False,1
593,Train,t_2111.jpg,1000,1000,False,2
597,Train,t_8331.jpg,600,800,False,1
599,Train,t_8785.jpg,800,600,False,2
600,Train,t_5216.jpg,7000,7000,False,3
602,Train,t_9.jpg,1500,1500,False,1
603,Train,t_12025.jpg,1000,1000,False,15
604,Train,t_3523.jpg,600,800,False,1
605,Train,t_10525.jpg,800,600,False,1
607,Train,t_9702.jpg,800,600,False,12
613,Train,t_6849.jpg,1000,1000,False,5
615,Train,t_133.jpg,1500,1500,False,1
620,Train,t_13168.jpg,800,600,True,0
626,Train,t_12002.jpg,600,800,True,0
627,Train,t_9325.jpg,800,600,False,1
636,Train,t_6952.jpg,1000,1000,False,2
643,Train,t_455.jpg,1500,1500,False,1
645,Train,t_724.jpg,1500,1500,False,3
646,Train,t_11875.jpg,600,800,False,1
647,Train,t_14835.jpg,1000,1000,False,19
649,Train,t_7560.jpg,1000,1000,False,7
650,Train,t_2184.jpg,600,800,False,1
656,Train,t_14693.jpg,800,600,False,1
662,Train,t_7568.jpg,1000,1000,False,3
665,Train,t_10007.jpg,800,600,False,1
668,Train,t_6626.jpg,1000,1000,False,1
670,Train,t_16104.jpg,1000,1000,False,3
671,Train,t_9843.jpg,800,600,False,20
673,Train,t_12251.jpg,600,800,False,3
676,Train,t_526.jpg,1000,1000,False,1
679,Train,t_8457.jpg,4000,4000,False,1
681,Train,t_15627.jpg,800,600,False,2
691,Train,t_13294.jpg,600,800,True,0
696,Train,t_16450.jpg,800,600,False,3
698,Train,t_2240.jpg,1000,1000,False,1
700,Train,t_13029.jpg,1000,1000,False,9
702,Train,t_15196.jpg,800,600,False,1
703,Train,t_1859.jpg,800,600,False,1
708,Train,t_8356.jpg,1000,1000,False,7
712,Train,t_12101.jpg,2000,2000,False,10
713,Train,t_8694.jpg,1000,1000,False,68
716,Train,t_12382.jpg,800,600,False,1
720,Train,t_2736.jpg,600,800,False,1
724,Train,t_13775.jpg,600,800,False,9
727,Train,t_13372.jpg,1000,1000,False,2
730,Train,t_13439.jpg,2000,2000,False,25
732,Train,t_15124.jpg,1000,1000,False,1
736,Train,t_7059.jpg,600,800,True,0
737,Train,t_13537.jpg,600,800,False,7
740,Train,t_2484.jpg,1000,1000,False,4
741,Train,t_0.jpg,1500,1500,False,3
742,Train,t_9144.jpg,1000,1000,True,0
745,Train,t_11431.jpg,1000,1000,False,2
748,Train,t_10132.jpg,600,800,False,12
751,Train,t_4074.jpg,1000,1000,False,5
754,Train,t_3548.jpg,1000,1000,False,2
755,Train,t_12217.jpg,1000,1000,False,1
758,Train,t_1634.jpg,1000,1000,False,1
760,Train,t_4392.jpg,800,600,False,17
774,Train,t_14722.jpg,800,600,False,3
780,Train,t_15681.jpg,1000,1000,False,15
782,Train,t_8215.jpg,800,600,False,6
784,Train,t_4654.jpg,600,800,False,1
788,Train,t_1523.jpg,1500,1500,False,4
796,Train,t_4217.jpg,800,600,False,3
799,Train,t_15103.jpg,800,600,False,3
806,Train,t_2674.jpg,1000,1000,False,1
811,Train,t_498.jpg,1500,1500,False,5
817,Train,t_2701.jpg,1000,1000,False,1
819,Train,t_6811.jpg,1000,1000,False,1
828,Train,t_8122.jpg,1000,1000,False,7
830,Train,t_5613.jpg,600,800,False,2
832,Train,t_12183.jpg,800,600,False,8
835,Train,t_7489.jpg,600,800,False,6
840,Train,t_14324.jpg,1000,1000,False,7
841,Train,t_9099.jpg,600,800,False,2
843,Train,t_10312.jpg,600,800,False,12
850,Train,t_11219.jpg,7000,7000,False,2
851,Train,t_14300.jpg,800,600,False,2
853,Train,t_3604.jpg,1000,1000,False,3
856,Train,t_5450.jpg,1000,1000,False,50
857,Train,t_15984.jpg,2000,2000,False,3
860,Train,t_10176.jpg,600,800,False,6
864,Train,t_11405.jpg,600,800,False,4
874,Train,t_7089.jpg,800,600,False,2
884,Train,t_11597.jpg,800,600,False,1
885,Train,t_10327.jpg,800,600,False,2
887,Train,t_14806.jpg,1000,1000,False,2
889,Train,t_9502.jpg,1000,1000,False,11
896,Train,t_11861.jpg,600,800,False,1
898,Train,t_11049.jpg,1000,1000,False,1
904,Train,t_5893.jpg,1000,1000,False,1
911,Train,t_9429.jpg,600,800,False,2
914,Train,t_2849.jpg,800,600,False,3
915,Train,t_15645.jpg,1000,1000,False,111
918,Train,t_2564.jpg,800,600,False,1
935,Train,t_15229.jpg,1000,1000,False,2
937,Train,t_10818.jpg,800,600,False,3
941,Train,t_2384.jpg,1000,1000,False,4
946,Train,t_1295.jpg,1500,1500,False,14
947,Train,t_441.jpg,1000,1000,False,1
948,Train,t_260.jpg,1500,1500,False,4
951,Train,t_3393.jpg,800,600,False,11
954,Train,t_3313.jpg,1000,1000,False,1
955,Train,t_382.jpg,1500,1500,False,10
960,Train,t_6949.jpg,1000,1000,False,8
965,Train,t_2543.jpg,600,800,False,1
966,Train,t_9495.jpg,600,800,True,0
967,Train,t_6304.jpg,1000,1000,False,1
973,Train,t_7067.jpg,1000,1000,False,2
975,Train,t_7232.jpg,1000,1000,False,3
985,Train,t_5635.jpg,2000,2000,False,4
991,Train,t_6277.jpg,600,800,False,3
996,Train,t_12122.jpg,800,600,False,5
1009,Train,t_9864.jpg,1000,1000,False,29
1016,Train,t_6998.jpg,1000,1000,False,1
1031,Train,t_2787.jpg,1000,1000,False,4
1033,Train,t_11111.jpg,800,600,False,5
1036,Train,t_13464.jpg,2000,2000,False,10
1039,Train,t_1275.jpg,1500,1500,False,12
1044,Train,t_2013.jpg,1000,1000,False,2
1046,Train,t_14509.jpg,1000,1000,False,1
1051,Train,t_9379.jpg,600,800,False,1
1052,Train,t_8094.jpg,600,800,False,5
1053,Train,t_13657.jpg,600,800,True,0
1055,Train,t_4151.jpg,800,600,False,2
1056,Train,t_5122.jpg,800,600,True,0
1057,Train,t_5657.jpg,1000,1000,True,0
1061,Train,t_8737.jpg,1000,1000,False,9
1070,Train,t_6070.jpg,800,600,False,1
1071,Train,t_3810.jpg,800,600,False,6
1072,Train,t_6381.jpg,1000,1000,False,9
1073,Train,t_9951.jpg,800,600,False,30
1076,Train,t_962.jpg,1000,1000,False,4
1081,Train,t_662.jpg,1000,1000,False,3
1085,Train,t_1398.jpg,1500,1500,False,3
1086,Train,t_3993.jpg,1000,1000,False,1
1088,Train,t_15617.jpg,1000,1000,False,1
1089,Train,t_14879.jpg,1000,1000,False,2
1090,Train,t_9486.jpg,800,600,True,0
1091,Train,t_935.jpg,1500,1500,False,66
1096,Train,t_14235.jpg,1000,1000,False,1
1098,Train,t_9614.jpg,1000,1000,False,2
1103,Train,t_5699.jpg,2000,2000,False,4
1112,Train,t_12162.jpg,1000,1000,False,1
1114,Train,t_1905.jpg,1000,1000,False,3
1120,Train,t_6689.jpg,600,800,False,18
1121,Train,t_486.jpg,1500,1500,False,106
1122,Train,t_7258.jpg,800,600,False,3
1125,Train,t_12506.jpg,800,600,True,0
1129,Train,t_6026.jpg,1000,1000,False,5
1132,Train,t_5135.jpg,800,600,False,1
1133,Train,t_7038.jpg,1000,1000,False,1
1135,Train,t_6942.jpg,1000,1000,False,2
1140,Train,t_4550.jpg,600,800,False,2
1145,Train,t_5313.jpg,600,800,False,1
1146,Train,t_8167.jpg,800,600,False,5
1147,Train,t_6564.jpg,1000,1000,False,3
1149,Train,t_8679.jpg,1000,1000,False,2
1152,Train,t_6456.jpg,600,800,False,6
1155,Train,t_15008.jpg,2000,2000,False,5
1156,Train,t_11019.jpg,800,600,False,5
1157,Train,t_13042.jpg,1000,1000,False,2
1162,Train,t_11687.jpg,1000,1000,False,4
1163,Train,t_6435.jpg,1000,1000,False,10
1169,Train,t_8406.jpg,600,800,False,1
1172,Train,t_1531.jpg,1500,1500,False,1
1182,Train,t_13282.jpg,800,600,False,1
1184,Train,t_1594.jpg,1500,1500,False,1
1186,Train,t_15618.jpg,1000,1000,False,12
1191,Train,t_8976.jpg,1000,1000,False,1
1199,Train,t_14373.jpg,1000,1000,False,7
1203,Train,t_5816.jpg,1000,1000,False,1
1204,Train,t_10854.jpg,800,600,False,1
1208,Train,t_8891.jpg,600,800,False,3
1209,Train,t_6448.jpg,4000,4000,False,8
1212,Train,t_15990.jpg,800,600,False,8
1216,Train,t_2838.jpg,4000,4000,False,165
1221,Train,t_10815.jpg,800,600,False,1
1222,Train,t_15670.jpg,800,600,False,6
1228,Train,t_13839.jpg,600,800,False,10
1232,Train,t_4226.jpg,600,800,False,4
1233,Train,t_6320.jpg,800,600,False,1
1234,Train,t_3327.jpg,600,800,False,1
1237,Train,t_11453.jpg,1000,1000,False,1
1242,Train,t_2396.jpg,600,800,False,1
1244,Train,t_5921.jpg,600,800,False,11
1247,Train,t_2596.jpg,1000,1000,False,3
1248,Train,t_2225.jpg,600,800,False,1
1249,Train,t_1050.jpg,1500,1500,False,6
1250,Train,t_8571.jpg,600,800,False,1
1251,Train,t_9515.jpg,800,600,False,1
1253,Train,t_14903.jpg,600,800,False,2
1267,Train,t_10188.jpg,800,600,False,1
1269,Train,t_9220.jpg,600,800,False,1
1270,Train,t_4696.jpg,800,600,False,1
1271,Train,t_11365.jpg,1000,1000,True,0
1274,Train,t_13714.jpg,600,800,False,9
1283,Train,t_827.jpg,1500,1500,False,3
1284,Train,t_349.jpg,1500,1500,False,8
1286,Train,t_9957.jpg,1000,1000,False,11
1288,Train,t_11044.jpg,1000,1000,False,1
1290,Train,t_1271.jpg,1500,1500,False,6
1294,Train,t_13833.jpg,1000,1000,False,1
1299,Train,t_943.jpg,1500,1500,False,2
1302,Train,t_11064.jpg,600,800,True,0
1303,Train,t_1692.jpg,1500,1500,False,4
1304,Train,t_9670.jpg,600,800,True,0
1305,Train,t_11386.jpg,600,800,False,2
1309,Train,t_12676.jpg,600,800,False,1
1311,Train,t_4055.jpg,1000,1000,True,0
1313,Train,t_1818.jpg,600,800,False,2
1316,Train,t_4164.jpg,1000,1000,False,1
1327,Train,t_4136.jpg,600,800,False,10
1330,Train,t_5492.jpg,600,800,False,2
1331,Train,t_9269.jpg,1000,1000,False,1
1332,Train,t_6562.jpg,600,800,False,6
1336,Train,t_1895.jpg,1000,1000,False,7
1338,Train,t_6748.jpg,600,800,False,34
1340,Train,t_14398.jpg,1000,1000,False,6
1344,Train,t_16199.jpg,600,800,False,3
1351,Train,t_16024.jpg,2000,2000,False,6
1352,Train,t_11893.jpg,800,600,True,0
1359,Train,t_12594.jpg,1000,1000,True,0
1363,Train,t_9452.jpg,800,600,False,5
1364,Train,t_11289.jpg,1000,1000,False,1
1366,Train,t_7280.jpg,800,600,False,1
1378,Train,t_12430.jpg,600,800,True,0
1381,Train,t_10005.jpg,2000,2000,False,11
1382,Train,t_3496.jpg,1000,1000,False,3
1388,Train,t_14102.jpg,1000,1000,False,7
1389,Train,t_16046.jpg,1000,1000,False,6
1393,Train,t_229.jpg,1500,1500,False,7
1403,Train,t_14195.jpg,1000,1000,False,5
1412,Train,t_13088.jpg,1000,1000,False,6
1414,Train,t_11161.jpg,800,600,False,1
1416,Train,t_2382.jpg,1000,1000,False,1
1425,Train,t_9581.jpg,600,800,True,0
1426,Train,t_5795.jpg,1000,1000,False,1
1427,Train,t_9115.jpg,800,600,False,1
1431,Train,t_6311.jpg,1000,1000,True,0
1433,Train,t_468.jpg,1000,1000,False,1
1438,Train,t_5874.jpg,1000,1000,False,1
1443,Train,t_7299.jpg,600,800,False,55
1444,Train,t_11085.jpg,600,800,False,1
1445,Train,t_444.jpg,1500,1500,False,8
1447,Train,t_4012.jpg,800,600,False,2
1452,Train,t_14831.jpg,800,600,False,5
1454,Train,t_1910.jpg,1000,1000,False,5
1457,Train,t_12300.jpg,1000,1000,False,4
1459,Train,t_9992.jpg,600,800,False,34
1465,Train,t_9064.jpg,800,600,True,0
1466,Train,t_10401.jpg,800,600,False,2
1473,Train,t_10613.jpg,1000,1000,False,1
1474,Train,t_8693.jpg,1000,1000,True,0
1476,Train,t_233.jpg,1500,1500,False,1
1478,Train,t_15469.jpg,7000,6921,False,17
1481,Train,t_14029.jpg,1000,1000,False,1
1482,Train,t_5611.jpg,2000,2000,False,1
1484,Train,t_2946.jpg,1000,1000,True,0
1485,Train,t_12635.jpg,800,600,False,1
1486,Train,t_12505.jpg,1000,1000,False,1
1489,Train,t_9262.jpg,1000,1000,False,6
1490,Train,t_15588.jpg,800,600,False,3
1491,Train,t_15509.jpg,1000,1000,False,1
1493,Train,t_664.jpg,3000,3000,True,0
1502,Train,t_9290.jpg,600,800,False,4
1508,Train,t_450.jpg,1500,1500,False,23
1510,Train,t_780.jpg,1000,1000,False,2
1516,Train,t_16405.jpg,600,800,False,1
1520,Train,t_13929.jpg,600,800,True,0
1522,Train,t_1471.jpg,1500,1500,False,6
1526,Train,t_13984.jpg,800,600,False,7
1527,Train,t_10382.jpg,1000,1000,True,0
1528,Train,t_13872.jpg,1000,1000,False,10
1538,Train,t_13068.jpg,600,800,True,0
1544,Train,t_1904.jpg,1000,1000,False,5
1547,Train,t_12685.jpg,600,800,False,26
1549,Train,t_6489.jpg,2000,2000,False,4
1556,Train,t_7525.jpg,1000,1000,False,8
1558,Train,t_4051.jpg,600,800,True,0
1565,Train,t_3816.jpg,600,800,True,0
1569,Train,t_7762.jpg,1000,1000,False,6
1579,Train,t_8818.jpg,1000,1000,False,1
1582,Train,t_3724.jpg,800,600,False,2
1586,Train,t_189.jpg,1500,1500,False,41
1588,Train,t_13531.jpg,600,800,False,9
1592,Train,t_12238.jpg,800,600,False,5
1593,Train,t_5470.jpg,600,800,False,3
1594,Train,t_1027.jpg,1500,1500,False,39
1596,Train,t_8224.jpg,600,800,True,0
1598,Train,t_15546.jpg,1000,1000,False,1
1602,Train,t_45.jpg,1500,1500,False,59
1603,Train,t_14554.jpg,600,800,False,2
1604,Train,t_902.jpg,1500,1500,False,21
1606,Train,t_12397.jpg,600,800,False,1
1609,Train,t_2038.jpg,1000,1000,False,1
1610,Train,t_15020.jpg,800,600,False,41
1615,Train,t_11683.jpg,600,800,False,8
1619,Train,t_1460.jpg,1500,1500,False,2
1621,Train,t_1479.jpg,1500,1500,False,5
1622,Train,t_8286.jpg,800,600,False,4
1626,Train,t_12721.jpg,1000,1000,False,8
1631,Train,t_4684.jpg,1000,1000,False,1
1637,Train,t_1978.jpg,600,800,False,13
1642,Train,t_9400.jpg,800,600,False,1
1647,Train,t_293.jpg,1000,1000,False,1
1653,Train,t_16356.jpg,1000,1000,False,1
1655,Train,t_3733.jpg,800,600,False,2
1665,Train,t_11051.jpg,1000,1000,True,0
1670,Train,t_13310.jpg,1000,1000,True,0
1671,Train,t_6663.jpg,600,800,False,1
1676,Train,t_109.jpg,1500,1500,False,6
1677,Train,t_12001.jpg,600,800,False,1
1680,Train,t_7871.jpg,1000,1000,False,27
1682,Train,t_15070.jpg,1000,1000,False,1
1683,Train,t_315.jpg,1500,1500,False,1
1684,Train,t_6787.jpg,1000,1000,True,0
1685,Train,t_2391.jpg,600,800,False,4
1690,Train,t_4145.jpg,1000,1000,False,15
1696,Train,t_13406.jpg,800,600,False,1
1700,Train,t_980.jpg,1500,1500,False,50
1702,Train,t_15602.jpg,1000,1000,False,4
1703,Train,t_12416.jpg,600,800,False,2
1707,Train,t_4370.jpg,1000,1000,False,3
1715,Train,t_10237.jpg,1000,1000,False,1
1717,Train,t_16279.jpg,600,800,False,1
1718,Train,t_2052.jpg,800,600,False,1
1720,Train,t_14.jpg,1500,1500,False,3
1721,Train,t_16277.jpg,1000,1000,False,3
1725,Train,t_3698.jpg,800,600,False,1
1728,Train,t_5527.jpg,1000,1000,False,1
1732,Train,t_2756.jpg,1000,1000,True,0
1734,Train,t_11265.jpg,800,600,False,1
1735,Train,t_10035.jpg,1000,1000,False,3
1736,Train,t_11952.jpg,1000,1000,True,0
1739,Train,t_1554.jpg,1500,1500,False,14
1740,Train,t_7775.jpg,600,800,False,3
1742,Train,t_1025.jpg,1500,1500,False,1
1744,Train,t_9892.jpg,600,800,False,1
1745,Train,t_12153.jpg,1000,1000,False,2
1747,Train,t_13962.jpg,1000,1000,False,1
1752,Train,t_14542.jpg,1000,1000,False,1
1755,Train,t_13080.jpg,800,600,True,0
1763,Train,t_1307.jpg,1500,1500,False,5
1764,Train,t_12931.jpg,800,600,False,1
1773,Train,t_5414.jpg,1000,1000,False,2
1779,Train,t_8160.jpg,1000,1000,False,9
1780,Train,t_13581.jpg,600,800,False,2
1783,Train,t_6111.jpg,800,600,False,2
1785,Train,t_4889.jpg,800,600,False,5
1788,Train,t_9239.jpg,800,600,False,3
1789,Train,t_2929.jpg,600,800,False,1
1796,Train,t_9381.jpg,1000,1000,False,7
1799,Train,t_7668.jpg,800,600,False,2
1804,Train,t_7016.jpg,600,800,True,0
1805,Train,t_5118.jpg,600,800,False,5
1806,Train,t_177.jpg,1500,1500,False,68
1812,Train,t_15279.jpg,800,600,False,1
1814,Train,t_9048.jpg,1000,1000,False,1
1815,Train,t_10029.jpg,1000,1000,False,1
1819,Train,t_9087.jpg,1000,1000,False,1
1822,Train,t_3601.jpg,2000,2000,False,7
1825,Train,t_5116.jpg,1000,1000,False,5
1827,Train,t_5770.jpg,1000,1000,False,3
1835,Train,t_13077.jpg,1000,1000,False,1
1842,Train,t_15771.jpg,1000,1000,False,7
1844,Train,t_5378.jpg,600,800,False,2
1849,Train,t_6177.jpg,1000,1000,False,6
1850,Train,t_1734.jpg,800,600,False,7
1855,Train,t_11456.jpg,1000,1000,False,7
1858,Train,t_234.jpg,1500,1500,False,9
1860,Train,t_9066.jpg,1000,1000,False,4
1863,Train,t_15556.jpg,1000,1000,True,0
1867,Train,t_6734.jpg,800,600,False,4
1868,Train,t_9032.jpg,1000,1000,False,2
1872,Train,t_6834.jpg,800,600,False,2
1874,Train,t_11880.jpg,1000,1000,False,4
1875,Train,t_63.jpg,1500,1500,False,12
1877,Train,t_7691.jpg,1000,1000,False,1
1880,Train,t_1697.jpg,1500,1500,False,5
1881,Train,t_12903.jpg,600,800,True,0
1882,Train,t_14621.jpg,600,800,False,14
1885,Train,t_11899.jpg,1000,1000,False,6
1889,Train,t_8292.jpg,800,600,False,1
1892,Train,t_12266.jpg,1000,1000,True,0
1898,Train,t_1836.jpg,1000,1000,False,1
1899,Train,t_1193.jpg,1000,1000,False,5
1900,Train,t_14622.jpg,800,600,False,2
1901,Train,t_3238.jpg,800,600,False,1
1908,Train,t_322.jpg,1000,1000,False,1
1913,Train,t_12953.jpg,2000,2000,False,57
1914,Train,t_8533.jpg,800,600,False,1
1915,Train,t_2927.jpg,1000,1000,False,1
1917,Train,t_14143.jpg,1000,1000,False,7
1920,Train,t_5818.jpg,1000,1000,False,4
1923,Train,t_9045.jpg,800,600,True,0
1924,Train,t_15832.jpg,1000,1000,False,1
1927,Train,t_7527.jpg,1000,1000,False,2
1929,Train,t_13176.jpg,900,900,True,0
1931,Train,t_9834.jpg,800,600,False,4
1932,Train,t_2527.jpg,600,800,False,1
1934,Train,t_11557.jpg,2000,2000,False,9
1935,Train,t_2967.jpg,800,600,False,2
1938,Train,t_13780.jpg,800,600,False,2
1943,Train,t_1798.jpg,1000,1000,False,14
